car_id,car_type,vehicle_type,age_years,model_year,model_month,age_string,first_date,last_date,collection_period,efficiency,efficiency_score,avg_temperature,temperature_score,cell_imbalance,cell_imbalance_score,driving_habit_score,charging_count,avg_charging_amount,charging_pattern_score,weighted_avg,age_penalty,final_score
M2210703965,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:04:19+00:00,2021-12-08T22:54:34+00:00,2021.10.06 ~ 2021.12.08,0.99,40.0,17.82,100.0,0.0088,94.22,90.0,293.0,21.5,91.98,76.03,5.4,70.63
M2210703966,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:40:21+00:00,2021-12-08T23:51:39+00:00,2021.10.12 ~ 2021.12.08,1.12,40.0,17.54,100.0,0.0079,95.34,90.0,339.0,12.1,85.1,75.07,5.4,69.67
M2210703967,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:08:12+00:00,2021-12-08T23:34:01+00:00,2021.10.06 ~ 2021.12.08,0.87,40.0,22.14,100.0,0.0067,96.52,90.0,392.0,12.8,83.29,74.97,5.4,69.57
M2210703968,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:06:03+00:00,2021-12-08T23:31:48+00:00,2021.10.06 ~ 2021.12.08,1.08,40.0,17.22,100.0,0.0078,95.52,90.0,278.0,10.6,78.42,73.99,5.4,68.59
M2210703969,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:59:34+00:00,2021-12-08T23:26:45+00:00,2021.10.12 ~ 2021.12.08,1.11,40.0,17.4,100.0,0.0076,95.71,90.0,275.0,9.7,80.91,74.44,5.4,69.04
M2210703976,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T16:14:09+00:00,2021-12-08T13:56:25+00:00,2021.11.17 ~ 2021.12.08,,0.0,22.94,100.0,0.0155,75.48,90.0,3.0,16.8,83.33,58.14,5.4,52.74
M2210703996,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-09T18:02:50+00:00,2021-12-08T23:21:46+00:00,2021.11.09 ~ 2021.12.08,0.37,40.0,15.74,100.0,0.0093,93.5,90.0,63.0,13.0,91.27,75.8,5.4,70.4
M2210704000,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:25+00:00,2021-12-08T23:52:17+00:00,2021.10.06 ~ 2021.12.08,1.44,40.0,20.69,100.0,0.0074,95.88,90.0,443.0,10.7,80.02,74.32,5.4,68.92
M2210704121,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-08T15:38:55+00:00,2021-12-08T23:05:59+00:00,2021.12.08 ~ 2021.12.08,2.97,40.0,13.22,100.0,0.0065,96.68,90.0,3.0,4.2,50.0,69.45,5.4,64.05
M2210704122,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-01T08:20:32+00:00,2021-12-08T23:48:02+00:00,2021.12.01 ~ 2021.12.08,2.58,40.0,11.4,100.0,0.0084,94.82,90.0,63.0,7.7,93.65,76.41,5.4,71.01
M2210704123,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-30T16:02:06+00:00,2021-12-08T21:14:24+00:00,2021.11.30 ~ 2021.12.08,2.17,40.0,11.72,100.0,0.0062,96.94,90.0,18.0,2.8,77.78,74.12,5.4,68.72
M2210704124,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-29T15:21:46+00:00,2021-12-08T22:50:28+00:00,2021.11.29 ~ 2021.12.08,2.44,40.0,14.12,100.0,0.0088,94.28,90.0,23.0,8.6,86.96,75.21,5.4,69.81
M2210704125,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-29T10:40:31+00:00,2021-12-08T19:24:16+00:00,2021.11.29 ~ 2021.12.08,2.34,40.0,12.65,100.0,0.0063,96.85,100.0,49.0,2.8,82.65,76.58,5.4,71.18
M2210704126,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-01T13:51:09+00:00,2021-12-08T23:52:12+00:00,2021.12.01 ~ 2021.12.08,2.51,40.0,12.1,100.0,0.0102,92.05,90.0,41.0,4.9,100.0,77.01,5.4,71.61
M2210704127,Niro,소형,4.92,2021.0,1.0,2021.01,1980-01-06T00:00:37+00:00,2021-12-05T18:12:26+00:00,1980.01.06 ~ 2021.12.05,2.03,40.0,15.38,100.0,0.0093,93.5,90.0,3.0,2.8,50.0,68.92,5.4,63.52
M2210704128,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-29T15:06:58+00:00,2021-12-08T23:51:23+00:00,2021.11.29 ~ 2021.12.08,2.66,40.0,13.08,100.0,0.0063,96.87,90.0,17.0,7.7,97.06,77.32,5.4,71.92
M2210704129,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-01T11:29:35+00:00,2021-12-08T23:50:53+00:00,2021.12.01 ~ 2021.12.08,3.21,40.0,17.0,100.0,0.0109,90.72,90.0,158.0,2.8,89.24,74.99,5.4,69.59
M2210704130,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-22T17:09:02+00:00,2021-12-08T22:22:28+00:00,2021.11.22 ~ 2021.12.08,2.5,40.0,12.76,100.0,0.0104,91.64,90.0,125.0,0.7,92.4,75.67,5.4,70.27
M2210704131,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-01T10:48:15+00:00,2021-12-08T23:41:55+00:00,2021.12.01 ~ 2021.12.08,2.94,40.0,12.18,100.0,0.0081,95.13,90.0,15.0,5.2,86.67,75.3,5.4,69.9
M2210704132,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-29T18:39:16+00:00,2021-12-08T23:22:06+00:00,2021.11.29 ~ 2021.12.08,1.21,40.0,19.37,100.0,0.4835,40.0,80.0,526.0,52.9,96.86,66.14,5.4,60.74
M2210704133,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-03T15:10:51+00:00,2021-12-08T22:57:54+00:00,2021.12.03 ~ 2021.12.08,2.64,40.0,13.55,100.0,0.0089,94.1,90.0,19.0,5.0,57.89,70.33,5.4,64.93
M2210704134,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-02T17:19:47+00:00,2021-12-08T23:50:21+00:00,2021.12.02 ~ 2021.12.08,2.57,40.0,12.66,100.0,0.0134,84.0,90.0,122.0,1.5,99.18,75.53,5.4,70.13
M2210704136,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-08T14:07:06+00:00,2021-12-08T23:52:47+00:00,2021.12.08 ~ 2021.12.08,1.95,40.0,11.07,100.0,0.0054,97.47,90.0,2.0,0.5,50.0,69.58,5.4,64.18
M2210704137,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-30T16:26:23+00:00,2021-12-08T23:47:25+00:00,2021.11.30 ~ 2021.12.08,1.83,40.0,6.83,100.0,0.0329,40.0,90.0,147.0,17.4,97.28,67.88,5.4,62.48
M2211120045,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-10T13:33:19+00:00,2021-11-10T13:37:42+00:00,2021.11.10 ~ 2021.11.10,,0.0,20.82,100.0,,99.33,72.86,,,80.0,58.7,5.4,53.3
